NO_OF_FRAMES	6000
NO_OF_DATA_TYPES	3
FREQUENCY	100
TIME_STAMP	2020-09-26, 17:03:43
DATA_INCLUDED	Position
DATA_TYPES	Origin_origin_X	Origin_origin_Y	Origin_origin_Z

Origin_origin_X	Origin_origin_Y	Origin_origin_Z	
30.396	4.487	665.240
30.392	4.475	665.242
30.369	4.456	665.238
30.361	4.444	665.233
30.370	4.430	665.229
30.366	4.418	665.230
30.364	4.408	665.225
30.374	4.376	665.223
30.372	4.377	665.210
30.386	4.357	665.206
30.397	4.344	665.196
30.414	4.324	665.198
30.421	4.309	665.201
30.424	4.293	665.196
30.448	4.277	665.179
30.457	4.263	665.175
30.463	4.256	665.189
30.481	4.236	665.191
30.509	4.215	665.175
30.538	4.197	665.198
30.569	4.197	665.178
30.609	4.171	665.162
30.658	4.157	665.165
30.687	4.150	665.179
30.723	4.124	665.157
30.761	4.113	665.158
30.790	4.117	665.164
30.813	4.108	665.178
30.846	4.098	665.161
30.896	4.086	665.143
30.923	4.089	665.156
30.963	4.078	665.171
30.989	4.073	665.159
31.018	4.077	665.165
31.055	4.076	665.165
31.070	4.057	665.154
31.102	4.062	665.154
31.146	4.063	665.167
31.172	4.058	665.155
31.196	4.040	665.158
31.223	4.042	665.170
31.259	4.070	665.160
31.293	4.060	665.155
31.322	4.053	665.169
31.344	4.055	665.162
31.385	4.058	665.149
31.422	4.074	665.160
31.447	4.066	665.168
31.473	4.061	665.156
31.494	4.079	665.166
31.505	4.075	665.167
31.532	4.080	665.160
31.562	4.095	665.158
31.580	4.103	665.163
31.605	4.113	665.169
31.627	4.105	665.170
31.641	4.119	665.175
31.657	4.136	665.178
31.671	4.145	665.164
31.693	4.164	665.168
31.696	4.166	665.162
31.699	4.175	665.180
31.728	4.199	665.164
31.732	4.199	665.170
31.745	4.205	665.176
31.749	4.217	665.174
31.738	4.221	665.173
31.733	4.247	665.176
31.733	4.247	665.176
31.734	4.274	665.179
31.722	4.288	665.177
31.723	4.305	665.188
31.716	4.320	665.185
31.696	4.339	665.189
31.699	4.340	665.183
31.671	4.364	665.179
31.662	4.378	665.184
31.636	4.385	665.176
31.610	4.408	665.186
31.599	4.412	665.185
31.575	4.419	665.190
31.543	4.440	665.200
31.523	4.449	665.193
31.511	4.454	665.179
31.474	4.464	665.190
31.463	4.477	665.201
31.438	4.484	665.194
31.420	4.504	665.191
31.397	4.510	665.196
31.370	4.490	665.186
31.344	4.515	665.176
31.320	4.531	665.193
31.297	4.540	665.179
31.267	4.553	665.170
31.245	4.570	665.181
31.210	4.556	665.163
31.191	4.556	665.169
31.157	4.569	665.155
31.132	4.577	665.147
31.093	4.587	665.145
31.071	4.593	665.164
31.031	4.593	665.157
30.993	4.592	665.164
30.970	4.612	665.141
30.931	4.611	665.148
30.902	4.607	665.142
30.864	4.618	665.140
30.836	4.613	665.147
30.787	4.618	665.133
30.761	4.624	665.145
30.736	4.631	665.138
30.689	4.618	665.139
30.675	4.611	665.140
30.654	4.601	665.141
30.624	4.598	665.135
30.597	4.593	665.143
30.580	4.575	665.139
30.559	4.566	665.140
30.530	4.562	665.134
30.506	4.551	665.141
30.496	4.555	665.141
30.473	4.535	665.137
30.447	4.521	665.146
30.432	4.522	665.158
30.414	4.497	665.155
30.406	4.485	665.150
30.395	4.478	665.158
30.391	4.466	665.159
30.393	4.459	665.166
30.390	4.428	665.165
30.392	4.409	665.180
30.403	4.396	665.169
30.407	4.377	665.197
30.401	4.338	665.196
30.417	4.326	665.192
30.430	4.334	665.178
30.451	4.315	665.187
30.469	4.281	665.230
30.502	4.278	665.219
30.517	4.268	665.220
30.545	4.244	665.223
30.562	4.242	665.224
30.588	4.217	665.233
30.618	4.212	665.228
30.629	4.191	665.231
30.654	4.183	665.238
30.686	4.177	665.246
30.699	4.146	665.250
30.735	4.146	665.251
30.770	4.135	665.246
30.789	4.125	665.253
30.829	4.116	665.249
30.865	4.105	665.257
30.901	4.111	665.263
30.920	4.101	665.270
30.940	4.094	665.258
30.985	4.097	665.252
30.989	4.080	665.261
31.019	4.075	665.255
31.040	4.067	665.256
31.079	4.085	665.248
31.112	4.072	665.262
31.138	4.067	665.251
31.164	4.059	665.258
31.198	4.059	665.245
31.224	4.063	665.245
31.251	4.056	665.246
31.272	4.066	665.245
31.298	4.061	665.233
31.320	4.063	665.226
31.345	4.056	665.233
31.383	4.074	665.225
31.405	4.068	665.206
31.429	4.070	665.212
31.452	4.064	665.207
31.476	4.057	665.202
31.508	4.062	665.201
31.541	4.078	665.205
31.561	4.070	665.194
31.589	4.075	665.187
31.620	4.092	665.178
31.634	4.071	665.174
31.652	4.097	665.177
31.669	4.106	665.170
31.680	4.113	665.162
31.709	4.117	665.168
31.720	4.132	665.147
31.728	4.156	665.144
31.741	4.162	665.149
31.752	4.188	665.120
31.770	4.196	665.125
31.757	4.199	665.131
31.768	4.224	665.121
31.763	4.241	665.113
31.764	4.252	665.105
31.759	4.268	665.096
31.748	4.281	665.107
31.733	4.302	665.097
31.726	4.318	665.095
31.702	4.325	665.101
31.692	4.340	665.092
31.674	4.359	665.089
31.664	4.363	665.089
31.648	4.382	665.099
31.627	4.401	665.090
31.616	4.416	665.081
31.588	4.440	665.078
31.556	4.452	665.076
31.521	4.463	665.081
31.504	4.465	665.080
31.474	4.487	665.083
31.440	4.498	665.088
31.420	4.508	665.081
31.393	4.514	665.079
31.354	4.542	665.076
31.326	4.557	665.086
31.303	4.555	665.080
31.262	4.563	665.085
31.227	4.574	665.090
31.207	4.565	665.091
31.177	4.578	665.082
31.144	4.588	665.100
31.116	4.594	665.099
31.078	4.594	665.106
31.053	4.612	665.090
31.001	4.614	665.102
30.979	4.611	665.109
30.932	4.625	665.120
30.885	4.629	665.119
30.849	4.621	665.133
30.821	4.645	665.130
30.789	4.628	665.138
30.751	4.628	665.145
30.712	4.638	665.143
30.697	4.628	665.164
30.669	4.634	665.163
30.643	4.620	665.171
30.618	4.617	665.172
30.590	4.621	665.190
30.556	4.603	665.205
30.537	4.595	665.200
30.507	4.589	665.214
30.485	4.595	665.232
30.466	4.576	665.235
30.447	4.557	665.237
30.424	4.535	665.253
30.408	4.536	665.266
30.388	4.527	665.267
30.383	4.515	665.268
30.373	4.491	665.278
30.377	4.474	665.287
30.380	4.464	665.288
30.375	4.450	665.310
30.380	4.425	665.307
30.388	4.419	665.314
30.393	4.402	665.323
30.410	4.402	665.304
30.399	4.387	665.325
30.419	4.368	665.321
30.440	4.349	665.330
30.436	4.338	665.332
30.462	4.330	665.340
30.481	4.321	665.347
30.488	4.296	665.338
30.506	4.288	665.333
30.514	4.271	665.348
30.555	4.262	665.343
30.574	4.244	665.339
30.607	4.223	665.330
30.639	4.211	665.331
30.660	4.203	665.332
30.693	4.182	665.323
30.715	4.174	665.324
30.738	4.167	665.318
30.762	4.160	665.313
30.784	4.144	665.303
30.820	4.143	665.303
30.842	4.135	665.304
30.879	4.117	665.281
30.896	4.108	665.276
30.920	4.101	665.270
30.961	4.103	665.257
30.995	4.093	665.253
31.030	4.082	665.248
31.052	4.065	665.237
31.080	4.052	665.233
31.121	4.054	665.220
31.147	4.049	665.208
31.187	4.049	665.214
31.227	4.043	665.177
31.259	4.031	665.179
31.284	4.034	665.178
31.310	4.029	665.166
31.342	4.034	665.166
31.383	4.019	665.155
31.403	4.012	665.143
31.448	4.014	665.136
31.479	4.020	665.136
31.514	4.020	665.123
31.536	4.023	665.116
31.570	4.029	665.109
31.591	4.032	665.102
31.621	4.038	665.088
31.640	4.047	665.094
31.669	4.062	665.092
31.685	4.060	665.079
31.711	4.091	665.081
31.720	4.106	665.067
31.741	4.098	665.068
31.752	4.113	665.047
31.767	4.130	665.057
31.763	4.129	665.050
31.775	4.153	665.054
31.774	4.170	665.051
31.789	4.178	665.050
31.782	4.204	665.040
31.773	4.218	665.044
31.777	4.237	665.049
31.770	4.252	665.046
31.755	4.253	665.059
31.741	4.285	665.055
31.731	4.289	665.054
31.719	4.319	665.063
31.712	4.335	665.060
31.674	4.345	665.059
31.661	4.376	665.054
31.626	4.387	665.059
31.600	4.399	665.077
31.573	4.422	665.087
31.550	4.413	665.075
31.523	4.445	665.096
31.502	4.453	665.095
31.476	4.458	665.107
31.450	4.472	665.105
31.424	4.478	665.117
31.400	4.484	665.122
31.368	4.496	665.121
31.348	4.515	665.124
31.312	4.524	665.136
31.286	4.540	665.140
31.246	4.529	665.141
31.225	4.563	665.162
31.176	4.549	665.170
31.150	4.572	665.180
31.119	4.594	665.183
31.087	4.589	665.184
31.060	4.595	665.183
31.023	4.593	665.202
30.995	4.606	665.207
30.965	4.611	665.212
30.941	4.617	665.218
30.898	4.631	665.235
30.883	4.624	665.236
30.851	4.619	665.237
30.823	4.625	665.236
30.789	4.636	665.240
30.753	4.636	665.240
30.718	4.647	665.245
30.699	4.654	665.257
30.669	4.639	665.259
30.644	4.638	665.265
30.633	4.631	665.273
30.597	4.614	665.275
30.573	4.621	665.280
30.542	4.605	665.289
30.525	4.607	665.288
30.504	4.586	665.298
30.499	4.603	665.289
30.478	4.583	665.298
30.468	4.598	665.289
30.456	4.574	665.286
30.425	4.568	665.300
30.419	4.555	665.308
30.403	4.538	665.304
30.396	4.536	665.304
30.399	4.509	665.308
30.397	4.498	665.303
30.409	4.486	665.292
30.411	4.478	665.299
30.416	4.453	665.297
30.418	4.436	665.292
30.417	4.426	665.287
30.436	4.417	665.295
30.454	4.388	665.286
30.467	4.386	665.280
30.489	4.369	665.270
30.494	4.343	665.267
30.518	4.347	665.254
30.531	4.316	665.258
30.542	4.312	665.259
30.570	4.291	665.243
30.588	4.271	665.245
30.622	4.260	665.241
30.638	4.259	665.228
30.682	4.225	665.207
30.695	4.214	665.215
30.723	4.201	665.210
30.751	4.186	665.200
30.786	4.158	665.197
30.824	4.158	665.191
30.857	4.148	665.173
30.894	4.128	665.170
30.931	4.119	665.158
30.965	4.108	665.154
30.991	4.085	665.144
31.019	4.090	665.137
31.066	4.074	665.146
31.087	4.066	665.147
31.120	4.045	665.137
31.156	4.053	665.124
31.185	4.040	665.119
31.225	4.031	665.114
31.262	4.031	665.114
31.287	4.023	665.122
31.317	4.012	665.110
31.356	4.013	665.104
31.384	4.007	665.105
31.428	4.009	665.098
31.437	4.006	665.086
31.468	4.020	665.097
31.490	4.012	665.098
31.528	4.013	665.091
31.547	4.010	665.105
31.566	4.029	665.102
31.600	4.018	665.098
31.604	4.019	665.104
31.640	4.036	665.102
31.659	4.046	665.088
31.682	4.048	665.094
31.677	4.063	665.105
31.683	4.076	665.096
31.711	4.089	665.101
31.721	4.103	665.099
31.729	4.115	665.104
31.728	4.141	665.113
31.728	4.141	665.113
31.732	4.153	665.112
31.723	4.156	665.124
31.711	4.197	665.125
31.700	4.201	665.124
31.694	4.206	665.130
31.699	4.245	665.131
31.682	4.236	665.139
31.677	4.251	665.150
31.658	4.260	665.142
31.636	4.288	665.144
31.609	4.300	665.162
31.590	4.319	665.166
31.583	4.323	665.172
31.567	4.342	665.182
31.545	4.370	665.184
31.526	4.368	665.185
31.505	4.387	665.175
31.488	4.415	665.197
31.454	4.415	665.210
31.445	4.431	665.195
31.413	4.452	665.204
31.388	4.457	665.229
31.360	4.469	665.234
31.337	4.478	665.220
31.315	4.495	665.230
31.287	4.501	665.229
31.266	4.509	665.228
31.242	4.527	665.225
31.227	4.546	665.236
31.201	4.554	665.228
31.176	4.561	665.220
31.156	4.551	665.234
31.140	4.573	665.212
31.112	4.579	665.211
31.078	4.590	665.216
31.056	4.598	665.215
31.033	4.604	665.220
30.999	4.617	665.205
30.969	4.613	665.199
30.926	4.621	665.211
30.910	4.643	665.188
30.886	4.650	665.194
30.852	4.660	665.199
30.826	4.668	665.191
30.816	4.672	665.191
30.779	4.683	665.182
30.752	4.679	665.189
30.705	4.677	665.183
30.693	4.671	665.177
30.658	4.673	665.196
30.636	4.662	665.178
30.602	4.655	665.185
30.610	4.669	665.171
30.589	4.660	665.172
30.577	4.636	665.169
30.565	4.641	665.155
30.555	4.617	665.165
30.544	4.621	665.164
30.529	4.613	665.165
30.523	4.612	665.165
30.520	4.591	665.155
30.512	4.579	665.151
30.507	4.587	665.155
30.497	4.543	665.162
30.493	4.543	665.155
30.485	4.531	665.151
30.500	4.527	665.158
30.503	4.502	665.142
30.512	4.486	665.157
30.529	4.466	665.160
30.532	4.439	665.164
30.549	4.430	665.158
30.573	4.424	665.153
30.579	4.397	665.163
30.597	4.369	665.155
30.615	4.349	665.157
30.624	4.317	665.155
30.641	4.306	665.169
30.675	4.285	665.173
30.692	4.282	665.173
30.717	4.238	665.167
30.747	4.214	665.183
30.777	4.203	665.172
30.799	4.194	665.173
30.831	4.182	665.175
30.861	4.177	665.169
30.889	4.154	665.173
30.914	4.146	665.180
30.932	4.127	665.183
30.959	4.120	665.184
30.983	4.114	665.179
31.004	4.105	665.180
31.041	4.096	665.168
31.069	4.072	665.172
31.091	4.053	665.181
31.139	4.067	665.173
31.158	4.047	665.189
31.195	4.038	665.177
31.221	4.041	665.177
31.235	4.038	665.184
31.257	4.029	665.185
31.283	4.024	665.173
31.303	4.025	665.186
31.335	4.019	665.193
31.363	4.024	665.186
31.401	4.025	665.180
31.425	4.007	665.183
31.440	4.014	665.181
31.461	4.006	665.183
31.478	4.015	665.175
31.493	4.012	665.182
31.514	4.021	665.181
31.533	4.023	665.181
31.537	4.023	665.187
31.565	4.039	665.172
31.575	4.052	665.170
31.590	4.049	665.177
31.594	4.049	665.184
31.608	4.057	665.183
31.621	4.063	665.188
31.633	4.078	665.180
31.635	4.088	665.185
31.636	4.090	665.165
31.641	4.112	665.169
31.636	4.127	665.179
31.628	4.132	665.172
31.644	4.139	665.184
31.631	4.159	665.188
31.633	4.171	665.173
31.624	4.197	665.170
31.622	4.213	665.174
31.622	4.213	665.174
31.604	4.232	665.171
31.595	4.264	665.173
31.590	4.281	665.165
31.571	4.299	665.168
31.564	4.324	665.178
31.541	4.315	665.166
31.517	4.322	665.171
31.519	4.352	665.154
31.516	4.368	665.158
31.489	4.363	665.165
31.479	4.406	665.159
31.450	4.402	665.153
31.437	4.405	665.159
31.403	4.426	665.156
31.390	4.449	665.140
31.379	4.464	665.132
31.344	4.483	665.148
31.333	4.487	665.147
31.317	4.498	665.133
31.291	4.515	665.137
31.268	4.524	665.123
31.244	4.552	665.112
31.220	4.559	665.117
31.191	4.562	665.117
31.167	4.579	665.114
31.133	4.601	665.111
31.099	4.603	665.105
31.078	4.605	665.098
31.046	4.617	665.096
31.014	4.640	665.086
30.988	4.636	665.087
30.955	4.646	665.104
30.919	4.658	665.096
30.918	4.648	665.091
30.877	4.657	665.096
30.848	4.653	665.090
30.807	4.662	665.095
30.783	4.657	665.109
30.751	4.669	665.107
30.732	4.679	665.099
30.698	4.672	665.106
30.674	4.679	665.112
30.644	4.673	665.125
30.629	4.665	665.126
30.608	4.645	665.135
30.595	4.648	665.141
30.589	4.646	665.141
30.585	4.623	665.151
30.559	4.631	665.144
30.566	4.615	665.146
30.558	4.592	665.149
30.560	4.602	665.154
30.532	4.569	665.171
30.518	4.550	665.180
30.515	4.538	665.195
30.524	4.524	665.191
30.520	4.512	665.192
30.511	4.487	665.215
30.517	4.455	665.207
30.520	4.464	665.224
30.527	4.437	665.235
30.523	4.426	665.236
30.542	4.405	665.252
30.550	4.400	665.259
30.570	4.382	665.256
30.587	4.362	665.258
30.594	4.347	665.261
30.618	4.329	665.263
30.635	4.298	665.274
30.649	4.295	665.281
30.660	4.262	665.292
30.683	4.256	665.274
30.695	4.234	665.290
30.723	4.239	665.282
30.745	4.211	665.280
30.764	4.201	665.288
30.796	4.178	665.298
30.820	4.160	665.301
30.833	4.140	665.297
30.861	4.145	665.290
30.878	4.125	665.293
30.911	4.115	665.275
30.913	4.097	665.290
30.943	4.092	665.285
30.973	4.087	665.279
30.991	4.068	665.282
31.014	4.072	665.268
31.043	4.048	665.272
31.060	4.048	665.253
31.088	4.036	665.248
31.129	4.027	665.243
31.140	4.023	665.244
31.167	4.017	665.245
31.186	3.999	665.228
31.215	3.997	665.228
31.252	4.005	665.214
31.270	3.987	665.198
31.314	3.981	665.205
31.351	3.989	665.191
31.374	3.983	665.186
31.411	3.982	665.186
31.433	3.976	665.167
31.467	3.965	665.163
31.480	3.974	665.148
31.487	3.975	665.148
31.501	3.983	665.147
31.531	3.989	665.134
31.544	3.995	665.139
31.548	4.007	665.138
31.565	4.016	665.130
31.590	4.019	665.130
31.614	4.041	665.114
31.618	4.052	665.112
31.636	4.060	665.118
31.628	4.066	665.111
31.637	4.071	665.109
31.638	4.090	665.101
31.636	4.100	665.099
31.651	4.107	665.098
31.651	4.136	665.088
31.644	4.152	665.086
31.650	4.162	665.097
31.647	4.181	665.082
31.658	4.185	665.094
31.632	4.211	665.084
31.629	4.238	665.080
31.625	4.255	665.071
31.605	4.273	665.075
31.602	4.300	665.071
31.581	4.308	665.070
31.567	4.337	665.085
31.552	4.358	665.076
31.530	4.375	665.086
31.504	4.383	665.079
31.489	4.404	665.069
31.467	4.421	665.080
31.443	4.454	665.094
31.423	4.452	665.095
31.400	4.470	665.092
31.378	4.489	665.083
31.361	4.508	665.080
31.337	4.515	665.085
31.314	4.522	665.091
31.292	4.530	665.090
31.279	4.544	665.088
31.251	4.556	665.092
31.214	4.566	665.104
31.195	4.586	665.088
31.158	4.615	665.103
31.138	4.623	665.114
31.106	4.635	665.113
31.082	4.642	665.118
31.033	4.645	665.124
31.007	4.668	665.134
30.983	4.674	665.139
30.949	4.685	665.144
30.913	4.668	665.146
30.880	4.689	665.156
30.850	4.683	665.169
30.835	4.693	665.168
30.811	4.689	665.182
30.777	4.682	665.189
30.769	4.688	665.182
30.743	4.693	665.194
30.723	4.683	665.208
30.713	4.676	665.215
30.695	4.667	665.223
30.668	4.673	665.222
30.666	4.663	665.217
30.625	4.650	665.238
30.623	4.648	665.245
30.602	4.639	665.246
30.594	4.616	665.249
30.587	4.629	665.266
30.561	4.597	665.277
30.558	4.577	665.267
30.557	4.586	665.279
30.545	4.560	665.295
30.549	4.561	665.302
30.543	4.550	665.290
30.546	4.523	665.294
30.542	4.511	665.296
30.535	4.498	665.304
30.536	4.470	665.314
30.542	4.454	665.316
30.549	4.450	665.310
30.558	4.435	665.306
30.579	4.416	665.315
30.589	4.374	665.321
30.600	4.372	665.302
30.594	4.348	665.319
30.613	4.330	665.315
30.620	4.325	665.309
30.640	4.307	665.305
30.647	4.302	665.299
30.665	4.274	665.290
30.682	4.265	665.285
30.708	4.249	665.281
30.719	4.245	665.282
30.746	4.213	665.261
30.774	4.200	665.256
30.791	4.181	665.259
30.807	4.162	665.248
30.823	4.134	665.227
30.853	4.121	665.235
30.864	4.117	665.236
30.905	4.099	665.219
30.925	4.092	665.207
30.957	4.079	665.209
30.987	4.060	665.173
31.013	4.046	665.175
31.036	4.028	665.178
31.073	4.019	665.166
31.093	4.001	665.163
31.129	4.002	665.143
31.168	3.992	665.145
31.199	3.983	665.114
31.229	3.998	665.112
31.258	3.991	665.126
31.276	3.973	665.109
31.300	3.978	665.096
31.340	3.969	665.091
31.347	3.953	665.093
31.381	3.971	665.078
31.416	3.960	665.073
31.426	3.965	665.085
31.452	3.959	665.073
31.482	3.966	665.059
31.492	3.959	665.080
31.515	3.970	665.072
31.535	3.963	665.060
31.553	3.991	665.069
31.555	3.981	665.070
31.570	3.989	665.069
31.580	4.011	665.079
31.582	4.030	665.070
31.603	4.033	665.063
31.615	4.045	665.075
31.621	4.067	665.078
31.636	4.066	665.065
31.633	4.102	665.073
31.634	4.129	665.076
31.642	4.141	665.081
31.637	4.156	665.091
31.609	4.151	665.099
31.605	4.179	665.082
31.611	4.190	665.093
31.604	4.206	665.091
31.592	4.236	665.100
31.575	4.245	665.105
31.555	4.263	665.109
31.556	4.291	665.111
31.533	4.297	665.117
31.530	4.314	665.121
31.504	4.330	665.125
31.487	4.350	665.122
31.468	4.367	665.139
31.455	4.387	665.143
31.443	4.418	665.151
31.417	4.423	665.163
31.404	4.454	665.159
31.380	4.461	665.164
31.355	4.457	665.165
31.343	4.488	665.173
31.319	4.494	665.179
31.300	4.513	665.183
31.280	4.520	665.194
31.254	4.525	665.206
31.236	4.545	665.204
31.200	4.557	665.195
31.196	4.556	665.189
31.170	4.561	665.201
31.157	4.582	665.205
31.135	4.587	665.223
31.112	4.596	665.209
31.092	4.626	665.204
31.060	4.620	665.205
31.039	4.628	665.204
31.021	4.637	665.209
30.992	4.633	665.203
30.959	4.654	665.213
30.929	4.659	665.218
30.917	4.670	665.211
30.884	4.674	665.223
30.870	4.677	665.216
30.834	4.678	665.216
30.825	4.692	665.220
30.804	4.691	665.207
30.787	4.682	665.215
30.759	4.689	665.214
30.740	4.678	665.228
30.726	4.673	665.209
30.722	4.662	665.211
30.693	4.676	665.221
30.685	4.673	665.203
30.675	4.660	665.204
30.658	4.651	665.212
30.656	4.641	665.207
30.647	4.618	665.197
30.634	4.621	665.203
30.619	4.596	665.207
30.622	4.597	665.200
30.614	4.574	665.203
30.603	4.550	665.213
30.606	4.562	665.198
30.598	4.539	665.202
30.598	4.539	665.202
30.608	4.535	665.202
30.599	4.513	665.192
30.612	4.482	665.197
30.619	4.477	665.191
30.615	4.466	665.193
30.633	4.437	665.184
30.633	4.428	665.198
30.651	4.411	665.181
30.662	4.381	665.172
30.684	4.364	665.162
30.695	4.349	665.170
30.713	4.320	665.162
30.722	4.297	665.171
30.735	4.277	665.167
30.770	4.258	665.151
30.777	4.242	665.153
30.790	4.211	665.158
30.825	4.200	665.153
30.836	4.167	665.164
30.864	4.163	665.145
30.882	4.144	665.148
30.899	4.135	665.143
30.927	4.111	665.146
30.955	4.097	665.136
30.965	4.076	665.125
30.979	4.061	665.141
31.018	4.062	665.134
31.031	4.042	665.130
31.074	4.034	665.119
31.092	4.015	665.122
31.121	4.019	665.128
31.149	4.012	665.129
31.183	4.002	665.124
31.202	3.992	665.132
31.224	3.975	665.122
31.262	3.974	665.135
31.280	3.974	665.116
31.310	3.960	665.124
31.324	3.968	665.123
31.341	3.966	665.123
31.364	3.974	665.135
31.375	3.970	665.136
31.402	3.975	665.129
31.400	3.985	665.127
31.419	3.993	665.133
31.444	3.985	665.140
31.457	3.991	665.146
31.469	4.004	665.157
31.483	4.011	665.156
31.499	4.010	665.144
31.504	4.021	665.155
31.521	4.027	665.167
31.526	4.038	665.178
31.522	4.066	665.161
31.528	4.077	665.173
31.534	4.079	665.173
31.516	4.096	665.190
31.522	4.109	665.182
31.520	4.119	665.180
31.528	4.131	665.185
31.536	4.143	665.190
31.524	4.173	665.198
31.513	4.177	665.198
31.508	4.203	665.200
31.503	4.218	665.211
31.507	4.247	665.207
31.492	4.251	665.200
31.486	4.266	665.198
31.487	4.294	665.201
31.467	4.301	665.213
31.456	4.314	665.224
31.451	4.331	665.215
31.430	4.350	665.206
31.429	4.376	665.215
31.421	4.382	665.208
31.425	4.393	665.206
31.403	4.410	665.216
31.386	4.404	665.204
31.382	4.431	665.188
31.351	4.423	665.221
31.355	4.443	665.205
31.346	4.486	665.199
31.332	4.490	665.192
31.315	4.494	665.172
31.306	4.519	665.168
31.288	4.537	665.185
31.276	4.541	665.172
31.265	4.574	665.161
31.235	4.579	665.166
31.214	4.598	665.157
31.189	4.597	665.138
31.176	4.628	665.133
31.152	4.645	665.131
31.128	4.652	665.136
31.101	4.650	665.124
31.091	4.665	665.115
31.060	4.658	665.128
31.048	4.663	665.115
31.041	4.668	665.121
31.014	4.674	665.120
30.988	4.682	665.112
30.967	4.690	665.111
30.939	4.685	665.118
30.918	4.704	665.109
30.888	4.689	665.111
30.861	4.686	665.098
30.848	4.689	665.104
30.813	4.672	665.106
30.808	4.689	665.098
30.771	4.699	665.109
30.770	4.688	665.104
30.750	4.678	665.118
30.736	4.682	665.111
30.715	4.661	665.120
30.712	4.660	665.127
30.704	4.637	665.130
30.687	4.628	665.138
30.673	4.621	665.139
30.665	4.608	665.134
30.663	4.587	665.137
30.659	4.576	665.139
30.661	4.557	665.154
30.649	4.525	665.139
30.656	4.509	665.142
30.662	4.492	665.163
30.656	4.470	665.160
30.650	4.457	665.168
30.665	4.436	665.177
30.672	4.412	665.168
30.660	4.397	665.176
30.655	4.374	665.186
30.666	4.359	665.195
30.681	4.338	665.204
30.684	4.311	665.208
30.697	4.308	665.202
30.697	4.280	665.212
30.716	4.259	665.228
30.734	4.242	665.211
30.753	4.222	665.227
30.762	4.207	665.223
30.781	4.198	665.230
30.799	4.169	665.222
30.806	4.154	665.224
30.824	4.145	665.219
30.851	4.119	665.242
30.862	4.104	665.250
30.887	4.088	665.246
30.905	4.079	665.241
30.918	4.077	665.235
30.942	4.041	665.240
30.963	4.051	665.239
30.984	4.032	665.248
30.993	4.028	665.236
31.011	4.009	665.239
31.027	4.015	665.250
31.051	4.009	665.245
31.071	3.990	665.241
31.088	3.971	665.244
31.105	3.980	665.236
31.133	3.984	665.229
31.143	3.969	665.238
31.169	3.973	665.238
31.184	3.971	665.225
31.206	3.963	665.226
31.231	3.967	665.226
31.257	3.961	665.214
31.266	3.956	665.221
31.285	3.966	665.207
31.317	3.972	665.206
31.334	3.969	665.207
31.346	3.987	665.204
31.361	3.983	665.211
31.380	3.993	665.197
31.412	4.010	665.189
31.412	4.010	665.189
31.431	4.029	665.186
31.431	4.029	665.186
31.456	4.032	665.185
31.457	4.060	665.188
31.477	4.070	665.174
31.475	4.071	665.161
31.492	4.088	665.165
31.487	4.094	665.164
31.498	4.101	665.157
31.504	4.114	665.148
31.512	4.144	665.151
31.504	4.143	665.138
31.515	4.164	665.161
31.515	4.204	665.142
31.518	4.188	665.138
31.520	4.207	665.129
31.500	4.225	665.133
31.519	4.244	665.130
31.510	4.260	665.115
31.501	4.264	665.128
31.488	4.295	665.123
31.488	4.323	665.113
31.481	4.339	665.111
31.479	4.340	665.098
31.473	4.355	665.095
31.459	4.384	665.111
31.452	4.400	665.108
31.444	4.416	665.093
31.418	4.441	665.083
31.410	4.466	665.093
31.389	4.485	665.083
31.396	4.498	665.075
31.382	4.518	665.079
31.358	4.525	665.084
31.331	4.542	665.075
31.318	4.547	665.061
31.292	4.559	665.079
31.273	4.561	665.066
31.265	4.578	665.051
31.236	4.599	665.067
31.222	4.603	665.060
31.198	4.601	665.054
31.174	4.616	665.071
31.159	4.637	665.061
31.146	4.640	665.067
31.103	4.636	665.087
31.073	4.650	665.078
31.051	4.667	665.089
31.026	4.663	665.089
30.991	4.674	665.094
30.968	4.681	665.099
30.950	4.672	665.107
30.925	4.669	665.108
30.905	4.687	665.111
30.878	4.682	665.118
30.859	4.663	665.121
30.843	4.664	665.134
30.820	4.660	665.147
30.790	4.654	665.161
30.775	4.629	665.164
30.771	4.635	665.163
30.753	4.624	665.190
30.736	4.635	665.176
30.725	4.619	665.197
30.704	4.599	665.207
30.700	4.587	665.208
30.696	4.576	665.210
30.688	4.553	665.213
30.687	4.550	665.233
30.681	4.537	665.241
30.662	4.518	665.244
30.649	4.521	665.250
30.658	4.505	665.265
30.648	4.482	665.255
30.639	4.457	665.278
30.633	4.444	665.286
30.639	4.429	665.288
30.648	4.414	665.284
30.655	4.399	665.286
30.645	4.374	665.296
30.647	4.347	665.300
30.652	4.341	665.300
30.669	4.330	665.289
30.667	4.301	665.306
30.683	4.282	665.296
30.694	4.267	665.305
30.684	4.253	665.306
30.706	4.247	665.288
30.723	4.228	665.291
30.727	4.211	665.299
30.751	4.204	665.294
30.758	4.180	665.285
30.769	4.176	665.285
30.789	4.157	665.282
30.792	4.132	665.266
30.807	4.122	665.267
30.831	4.116	665.262
30.849	4.098	665.245
30.858	4.084	665.240
30.880	4.076	665.242
30.901	4.068	665.243
30.930	4.037	665.215
30.949	4.028	665.223
30.973	4.021	665.217
