NO_OF_FRAMES	6000
NO_OF_DATA_TYPES	3
FREQUENCY	100
TIME_STAMP	2020-09-26, 17:03:43
DATA_INCLUDED	Position
DATA_TYPES	Origin_origin_X	Origin_origin_Y	Origin_origin_Z

Origin_origin_X	Origin_origin_Y	Origin_origin_Z	
31.391	4.164	665.135
31.405	4.189	665.131
31.431	4.184	665.119
31.449	4.175	665.114
31.465	4.193	665.118
31.485	4.203	665.104
31.512	4.208	665.097
31.529	4.217	665.089
31.548	4.236	665.086
31.555	4.229	665.075
31.569	4.245	665.085
31.576	4.258	665.077
31.578	4.270	665.063
31.586	4.276	665.061
31.597	4.289	665.060
31.601	4.301	665.058
31.603	4.302	665.052
31.615	4.326	665.055
31.599	4.356	665.057
31.594	4.345	665.046
31.602	4.357	665.051
31.599	4.356	665.057
31.589	4.371	665.048
31.578	4.392	665.046
31.570	4.406	665.063
31.558	4.411	665.049
31.546	4.430	665.066
31.524	4.447	665.076
31.501	4.438	665.064
31.493	4.452	665.069
31.486	4.457	665.075
31.452	4.459	665.068
31.459	4.480	665.084
31.431	4.475	665.092
31.419	4.480	665.078
31.395	4.496	665.095
31.365	4.498	665.095
31.343	4.497	665.107
31.320	4.504	665.113
31.294	4.501	665.113
31.266	4.513	665.118
31.249	4.516	665.117
31.221	4.511	665.124
31.198	4.517	665.130
31.178	4.507	665.144
31.158	4.525	665.148
31.137	4.534	665.147
31.096	4.529	665.179
31.068	4.516	665.175
31.051	4.507	665.182
31.028	4.513	665.188
31.002	4.519	665.200
30.972	4.504	665.202
30.944	4.508	665.220
30.935	4.513	665.213
30.912	4.509	665.227
30.897	4.502	665.228
30.884	4.504	665.234
30.864	4.494	665.248
30.820	4.502	665.246
30.801	4.501	665.247
30.781	4.491	665.261
30.764	4.499	665.266
30.739	4.478	665.269
30.726	4.472	665.263
30.707	4.473	665.269
30.693	4.457	665.259
30.685	4.434	665.262
30.671	4.445	665.280
30.657	4.440	665.261
30.640	4.440	665.280
30.638	4.429	665.275
30.621	4.432	665.275
30.607	4.415	665.264
30.586	4.377	665.276
30.577	4.392	665.280
30.590	4.389	665.274
30.575	4.382	665.275
30.582	4.377	665.269
30.579	4.368	665.251
30.585	4.352	665.253
30.592	4.336	665.256
30.595	4.320	665.251
30.593	4.310	665.246
30.592	4.311	665.233
30.598	4.295	665.236
30.605	4.280	665.238
30.620	4.278	665.225
30.627	4.274	665.219
30.632	4.248	665.217
30.653	4.240	665.218
30.675	4.234	665.199
30.682	4.218	665.202
30.693	4.214	665.202
30.713	4.196	665.198
30.742	4.211	665.196
30.760	4.194	665.179
30.781	4.175	665.189
30.799	4.166	665.183
30.821	4.160	665.165
30.853	4.154	665.172
30.863	4.161	665.165
30.898	4.150	665.160
30.924	4.145	665.148
30.947	4.147	665.154
30.988	4.141	665.130
31.001	4.138	665.124
31.025	4.129	665.138
31.048	4.133	665.124
31.072	4.126	665.119
31.105	4.131	665.132
31.129	4.135	665.118
31.159	4.141	665.104
31.170	4.126	665.113
31.202	4.143	665.105
31.219	4.141	665.105
31.238	4.131	665.113
31.266	4.136	665.106
31.293	4.130	665.107
31.308	4.137	665.106
31.332	4.130	665.100
31.354	4.150	665.104
31.376	4.142	665.105
31.398	4.162	665.109
31.405	4.163	665.109
31.432	4.168	665.102
31.458	4.172	665.102
31.468	4.194	665.111
31.481	4.191	665.105
31.502	4.201	665.104
31.512	4.197	665.105
31.531	4.216	665.102
31.550	4.224	665.108
31.550	4.224	665.108
31.554	4.235	665.106
31.565	4.231	665.107
31.563	4.258	665.116
31.567	4.258	665.122
31.570	4.270	665.108
31.579	4.282	665.125
31.581	4.292	665.130
31.575	4.299	665.117
31.585	4.303	665.129
31.576	4.335	665.131
31.565	4.339	665.130
31.569	4.340	665.137
31.553	4.359	665.147
31.553	4.359	665.147
31.533	4.377	665.151
31.533	4.377	665.151
31.510	4.384	665.156
31.507	4.411	665.152
31.494	4.402	665.167
31.472	4.411	665.165
31.459	4.413	665.171
31.444	4.443	665.174
31.425	4.424	665.176
31.418	4.440	665.174
31.396	4.446	665.192
31.384	4.461	665.171
31.358	4.456	665.191
31.347	4.460	665.190
31.327	4.478	665.194
31.302	4.475	665.194
31.293	4.489	665.199
31.270	4.469	665.195
31.244	4.503	665.197
31.229	4.496	665.198
31.197	4.499	665.210
31.181	4.492	665.198
31.161	4.500	665.210
31.150	4.504	665.209
31.122	4.510	665.208
31.112	4.514	665.207
31.082	4.510	665.201
31.068	4.513	665.194
31.051	4.507	665.182
31.021	4.501	665.196
31.000	4.509	665.195
30.972	4.515	665.194
30.955	4.506	665.201
30.936	4.524	665.205
30.907	4.511	665.187
30.890	4.514	665.187
30.860	4.499	665.189
30.862	4.520	665.186
30.833	4.505	665.188
30.809	4.503	665.182
30.770	4.485	665.178
30.768	4.504	665.162
30.734	4.497	665.169
30.723	4.501	665.169
30.700	4.481	665.165
30.690	4.485	665.164
30.673	4.479	665.152
30.667	4.466	665.161
30.646	4.456	665.162
30.646	4.456	665.162
30.629	4.439	665.158
30.622	4.438	665.145
30.618	4.426	665.146
30.626	4.421	665.154
30.612	4.416	665.135
30.612	4.405	665.143
30.605	4.392	665.151
30.609	4.378	665.127
30.613	4.361	665.136
30.605	4.349	665.131
30.614	4.345	665.119
30.623	4.329	665.134
30.628	4.314	665.123
30.642	4.311	665.130
30.647	4.294	665.139
30.653	4.278	665.141
30.661	4.265	665.124
30.675	4.261	665.131
30.699	4.252	665.145
30.707	4.238	665.141
30.737	4.225	665.149
30.754	4.222	665.150
30.786	4.228	665.149
30.785	4.200	665.146
30.802	4.169	665.157
30.831	4.173	665.163
30.859	4.178	665.156
30.877	4.159	665.159
30.906	4.152	665.173
30.931	4.155	665.173
30.944	4.150	665.186
30.984	4.152	665.173
30.988	4.153	665.180
31.016	4.158	665.173
31.031	4.137	665.182
31.052	4.146	665.181
31.080	4.140	665.182
31.108	4.145	665.175
31.114	4.138	665.189
31.128	4.134	665.196
31.156	4.139	665.189
31.169	4.136	665.183
31.194	4.146	665.188
31.213	4.137	665.196
31.230	4.135	665.196
31.251	4.155	665.187
31.276	4.148	665.195
31.291	4.155	665.194
31.306	4.163	665.193
31.318	4.158	665.206
31.334	4.156	665.194
31.344	4.152	665.194
31.373	4.174	665.198
31.386	4.180	665.204
31.413	4.185	665.197
31.416	4.186	665.190
31.437	4.189	665.183
31.443	4.200	665.194
31.454	4.196	665.195
31.464	4.198	665.201
31.481	4.207	665.194
31.492	4.214	665.186
31.510	4.222	665.192
31.527	4.231	665.184
31.525	4.230	665.191
31.529	4.241	665.189
31.530	4.243	665.169
31.534	4.244	665.176
31.546	4.268	665.179
31.548	4.280	665.165
31.552	4.291	665.163
31.557	4.285	665.163
31.549	4.319	665.159
31.549	4.319	665.159
31.552	4.331	665.144
31.545	4.347	665.142
31.527	4.339	665.137
31.534	4.351	665.142
31.526	4.367	665.126
31.523	4.383	665.131
31.499	4.399	665.148
31.497	4.400	665.135
31.468	4.396	665.129
31.463	4.421	665.131
31.452	4.425	665.131
31.440	4.419	665.125
31.415	4.427	665.118
31.412	4.454	665.114
31.388	4.461	665.119
31.376	4.465	665.106
31.350	4.471	665.117
31.334	4.464	665.106
31.325	4.478	665.110
31.297	4.476	665.097
31.284	4.478	665.103
31.250	4.500	665.100
31.226	4.507	665.105
31.208	4.499	665.100
31.182	4.495	665.100
31.165	4.515	665.098
31.142	4.507	665.086
31.115	4.502	665.093
31.089	4.498	665.093
31.078	4.511	665.104
31.061	4.511	665.098
31.027	4.504	665.105
30.998	4.511	665.091
30.968	4.505	665.105
30.950	4.514	665.110
30.922	4.509	665.117
30.892	4.514	665.122
30.871	4.511	665.129
30.832	4.521	665.128
30.815	4.512	665.135
30.790	4.520	665.128
30.764	4.497	665.150
30.744	4.496	665.137
30.733	4.489	665.145
30.722	4.504	665.136
30.703	4.494	665.150
30.675	4.478	665.165
30.664	4.482	665.165
30.653	4.477	665.178
30.626	4.464	665.174
30.609	4.455	665.181
30.611	4.445	665.183
30.603	4.431	665.197
30.596	4.418	665.206
30.594	4.417	665.212
30.582	4.411	665.207
30.582	4.393	665.209
30.578	4.382	665.211
30.576	4.369	665.225
30.589	4.367	665.219
30.583	4.345	665.216
30.604	4.335	665.237
30.596	4.322	665.232
30.595	4.311	665.240
30.608	4.307	665.253
30.617	4.303	665.241
30.628	4.271	665.252
30.642	4.285	665.257
30.647	4.268	665.265
30.668	4.271	665.258
30.694	4.254	665.255
30.702	4.238	665.270
30.709	4.233	665.264
30.733	4.227	665.259
30.758	4.219	665.266
30.770	4.214	665.280
30.784	4.194	665.276
30.801	4.192	665.277
30.833	4.180	665.278
30.844	4.178	665.259
30.862	4.158	665.262
30.880	4.166	665.268
30.914	4.173	665.261
30.928	4.153	665.257
30.951	4.164	665.249
30.970	4.154	665.257
30.996	4.149	665.245
31.011	4.156	665.244
31.024	4.154	665.238
31.056	4.141	665.240
31.072	4.140	665.227
31.082	4.136	665.228
31.125	4.148	665.220
31.147	4.142	665.201
31.170	4.144	665.207
31.198	4.140	665.189
31.230	4.135	665.196
31.254	4.139	665.183
31.273	4.149	665.169
31.288	4.139	665.170
31.306	4.139	665.151
31.325	4.130	665.158
31.348	4.149	665.162
31.374	4.144	665.150
31.393	4.154	665.136
31.406	4.160	665.142
31.443	4.162	665.122
31.460	4.153	665.117
31.479	4.153	665.111
31.496	4.159	665.123
31.518	4.153	665.104
31.522	4.165	665.103
31.532	4.178	665.101
31.554	4.181	665.094
31.562	4.196	665.079
31.568	4.217	665.083
31.577	4.214	665.070
31.600	4.234	665.074
31.595	4.251	665.065
31.608	4.248	665.059
31.611	4.249	665.053
31.614	4.270	665.063
31.614	4.270	665.063
31.621	4.294	665.046
31.605	4.312	665.057
31.594	4.316	665.056
31.581	4.319	665.062
31.583	4.338	665.053
31.564	4.339	665.059
31.568	4.350	665.058
31.553	4.371	665.048
31.541	4.373	665.067
31.522	4.391	665.071
31.498	4.398	665.076
31.480	4.418	665.074
31.466	4.410	665.075
31.446	4.429	665.079
31.437	4.432	665.091
31.401	4.443	665.083
31.390	4.447	665.082
31.351	4.456	665.100
31.344	4.460	665.106
31.318	4.465	665.118
31.297	4.474	665.117
31.269	4.480	665.116
31.254	4.472	665.117
31.235	4.491	665.121
31.205	4.484	665.134
31.183	4.492	665.133
31.155	4.505	665.138
31.136	4.495	665.152
31.115	4.485	665.153
31.083	4.498	665.151
31.058	4.502	665.176
31.029	4.498	665.170
31.008	4.514	665.194
30.966	4.502	665.202
30.959	4.518	665.200
30.931	4.513	665.207
30.906	4.509	665.207
30.893	4.512	665.213
30.869	4.519	665.218
30.862	4.523	665.224
30.814	4.509	665.232
30.790	4.516	665.238
30.775	4.508	665.239
30.760	4.510	665.251
30.732	4.505	665.258
30.720	4.499	665.253
30.703	4.501	665.252
30.696	4.505	665.258
30.673	4.486	665.255
30.664	4.489	665.267
30.654	4.476	665.269
30.639	4.468	665.270
30.627	4.445	665.266
30.608	4.463	665.270
30.612	4.455	665.265
30.585	4.432	665.275
30.578	4.430	665.275
30.581	4.432	665.268
30.579	4.422	665.263
30.580	4.404	665.265
30.582	4.405	665.259
30.586	4.406	665.265
30.576	4.384	665.256
30.583	4.368	665.258
30.576	4.366	665.258
30.587	4.362	665.258
30.596	4.348	665.254
30.605	4.334	665.250
30.610	4.319	665.239
30.619	4.314	665.246
30.630	4.301	665.235
30.641	4.297	665.236
30.658	4.277	665.238
30.676	4.268	665.233
30.689	4.266	665.227
30.728	4.258	665.209
30.741	4.237	665.205
30.761	4.230	665.194
30.776	4.227	665.201
30.788	4.213	665.203
30.823	4.213	665.190
30.844	4.205	665.191
30.864	4.198	665.179
30.882	4.180	665.162
30.906	4.191	665.155
30.933	4.165	665.178
30.965	4.173	665.157
30.981	4.154	665.147
31.022	4.156	665.134
31.043	4.148	665.135
31.071	4.153	665.128
31.095	4.146	665.123
31.108	4.143	665.117
31.132	4.137	665.112
31.155	4.128	665.126
31.190	4.145	665.124
31.214	4.138	665.118
31.234	4.131	665.106
31.266	4.136	665.106
31.281	4.135	665.093
31.304	4.126	665.107
31.328	4.119	665.102
31.359	4.124	665.101
31.379	4.126	665.101
31.396	4.135	665.093
31.427	4.129	665.101
31.427	4.140	665.093
31.440	4.137	665.087
31.457	4.144	665.099
31.492	4.161	665.097
31.495	4.162	665.090
31.518	4.164	665.096
31.529	4.160	665.097
31.535	4.173	665.089
31.551	4.180	665.101
31.562	4.193	665.099
31.568	4.195	665.099
31.580	4.212	665.096
31.584	4.213	665.103
31.578	4.211	665.103
31.575	4.227	665.107
31.581	4.238	665.119
31.570	4.242	665.118
31.574	4.254	665.116
31.571	4.270	665.121
31.565	4.285	665.118
31.570	4.296	665.130
31.560	4.300	665.129
31.549	4.304	665.129
31.529	4.322	665.132
31.524	4.337	665.143
31.501	4.335	665.137
31.507	4.346	665.149
31.487	4.364	665.152
31.461	4.369	665.164
31.450	4.373	665.164
31.448	4.390	665.168
31.424	4.379	665.176
31.407	4.398	665.173
31.387	4.417	665.177
31.362	4.413	665.177
31.355	4.418	665.183
31.338	4.420	665.183
31.335	4.436	665.187
31.308	4.442	665.186
31.279	4.453	665.210
31.266	4.466	665.208
31.240	4.463	665.209
31.223	4.465	665.208
31.202	4.473	665.207
31.184	4.471	665.220
31.169	4.483	665.225
31.142	4.492	665.204
31.119	4.481	665.212
31.101	4.489	665.217
31.083	4.501	665.190
31.061	4.490	665.211
31.030	4.495	665.203
31.019	4.499	665.202
30.998	4.507	665.201
30.976	4.504	665.208
30.946	4.509	665.214
30.934	4.525	665.192
30.921	4.528	665.198
30.895	4.524	665.198
30.877	4.516	665.193
30.855	4.524	665.192
30.828	4.522	665.179
30.799	4.518	665.173
30.786	4.520	665.179
30.760	4.517	665.180
30.751	4.531	665.184
30.729	4.512	665.180
30.716	4.528	665.158
30.689	4.523	665.165
30.681	4.500	665.169
30.672	4.505	665.162
30.668	4.502	665.175
30.652	4.498	665.143
30.637	4.482	665.158
30.631	4.478	665.152
30.629	4.476	665.159
30.621	4.473	665.140
30.617	4.453	665.156
30.607	4.441	665.138
30.614	4.437	665.132
30.609	4.432	665.139
30.606	4.414	665.135
30.612	4.398	665.137
30.629	4.396	665.138
30.617	4.372	665.135
30.630	4.359	665.137
30.652	4.361	665.130
30.649	4.360	665.136
30.663	4.329	665.141
30.665	4.319	665.142
30.691	4.325	665.122
30.702	4.292	665.133
30.711	4.276	665.148
30.726	4.275	665.136
30.745	4.265	665.144
30.783	4.266	665.137
30.801	4.235	665.148
30.811	4.231	665.149
30.848	4.222	665.137
30.875	4.213	665.158
30.891	4.195	665.148
30.893	4.194	665.161
30.920	4.199	665.154
30.948	4.175	665.157
30.978	4.179	665.163
30.995	4.177	665.163
31.007	4.172	665.177
31.033	4.166	665.165
31.052	4.157	665.173
31.075	4.168	665.165
31.097	4.160	665.166
31.114	4.140	665.169
31.135	4.149	665.168
31.163	4.143	665.169
31.188	4.147	665.169
31.203	4.143	665.176
31.211	4.138	665.183
31.228	4.147	665.175
31.252	4.138	665.189
31.273	4.147	665.188
31.298	4.151	665.188
31.311	4.137	665.190
31.328	4.128	665.185
31.340	4.141	665.196
31.360	4.134	665.184
31.373	4.140	665.189
31.383	4.153	665.188
31.409	4.148	665.176
31.425	4.154	665.188
31.435	4.168	665.186
31.457	4.171	665.179
31.461	4.154	665.188
31.457	4.171	665.179
31.476	4.179	665.185
31.493	4.170	665.179
31.501	4.200	665.182
31.511	4.196	665.182
31.524	4.202	665.188
31.528	4.205	665.175
31.530	4.215	665.180
31.547	4.224	665.172
31.536	4.228	665.172
31.532	4.245	665.163
31.544	4.240	665.177
31.540	4.248	665.181
31.544	4.251	665.168
31.542	4.269	665.153
31.537	4.284	665.164
31.535	4.294	665.162
31.521	4.297	665.155
31.507	4.328	665.151
31.495	4.322	665.145
31.496	4.321	665.158
31.492	4.338	665.150
31.481	4.353	665.141
31.450	4.359	665.133
31.443	4.375	665.131
31.430	4.377	665.137
31.423	4.382	665.143
31.402	4.390	665.142
31.394	4.406	665.127
31.381	4.420	665.125
31.370	4.413	665.132
31.348	4.421	665.131
31.333	4.433	665.135
31.310	4.442	665.121
31.297	4.456	665.119
31.263	4.458	665.113
31.253	4.462	665.112
31.240	4.476	665.110
31.210	4.472	665.104
31.191	4.479	665.116
31.176	4.483	665.109
31.157	4.492	665.101
31.123	4.485	665.108
31.098	4.504	665.092
31.079	4.513	665.085
31.050	4.517	665.103
31.029	4.497	665.112
31.010	4.524	665.102
30.978	4.529	665.095
30.954	4.536	665.100
30.924	4.519	665.122
30.912	4.524	665.108
30.886	4.531	665.101
30.848	4.531	665.107
30.835	4.533	665.113
30.822	4.525	665.127
30.798	4.532	665.133
30.766	4.526	665.133
30.746	4.537	665.112
30.739	4.513	665.129
30.715	4.520	665.134
30.702	4.522	665.140
30.672	4.516	665.154
30.666	4.503	665.162
30.664	4.493	665.157
30.645	4.483	665.171
30.624	4.491	665.170
30.630	4.475	665.172
30.613	4.477	665.171
30.611	4.465	665.186
30.600	4.458	665.194
30.600	4.447	665.202
30.603	4.431	665.197
30.600	4.427	665.224
30.607	4.414	665.206
30.601	4.401	665.214
30.601	4.373	665.225
30.617	4.379	665.237
30.616	4.369	665.232
30.643	4.363	665.233
30.652	4.358	665.240
30.663	4.327	665.231
30.672	4.313	665.227
30.669	4.309	665.253
30.678	4.284	665.257
30.691	4.282	665.251
30.705	4.287	665.269
30.727	4.268	665.279
30.747	4.260	665.267
30.756	4.246	665.262
30.779	4.239	665.257
30.788	4.216	665.266
30.809	4.226	665.265
30.838	4.219	665.279
30.856	4.219	665.260
30.869	4.197	665.276
30.893	4.201	665.263
30.905	4.187	665.265
30.934	4.166	665.249
30.948	4.171	665.267
30.961	4.168	665.261
30.987	4.161	665.269
31.007	4.153	665.257
31.030	4.164	665.249
31.062	4.163	665.243
31.080	4.146	665.226
31.093	4.143	665.220
31.114	4.152	665.219
31.134	4.134	665.215
31.158	4.127	665.210
31.174	4.125	665.210
31.205	4.125	665.191
31.235	4.131	665.177
31.246	4.127	665.178
31.278	4.132	665.177
31.304	4.127	665.165
31.327	4.131	665.152
31.332	4.114	665.161
31.351	4.125	665.147
31.377	4.119	665.135
31.392	4.109	665.136
31.413	4.130	665.127
31.433	4.129	665.121
31.458	4.132	665.120
31.471	4.127	665.134
31.490	4.120	665.122
31.497	4.144	665.105
31.532	4.161	665.103
31.552	4.143	665.100
31.552	4.154	665.091
31.554	4.181	665.094
31.567	4.179	665.088
31.567	4.190	665.080
31.571	4.190	665.086
31.579	4.213	665.083
31.588	4.210	665.071
31.584	4.209	665.064
31.591	4.239	665.067
31.593	4.249	665.072
31.582	4.253	665.071
31.576	4.269	665.069
31.563	4.274	665.055
31.553	4.278	665.055
31.552	4.287	665.066
31.549	4.303	665.071
31.539	4.318	665.062
31.523	4.326	665.080
31.519	4.354	665.063
31.508	4.358	665.063
31.482	4.363	665.075
31.454	4.369	665.074
31.439	4.362	665.075
31.432	4.404	665.082
31.408	4.399	665.095
31.390	4.408	665.101
31.363	4.414	665.100
31.339	4.421	665.105
31.328	4.436	665.096
31.309	4.443	665.108
31.274	4.465	665.105
31.262	4.459	665.099
31.237	4.463	665.124
31.216	4.471	665.123
31.192	4.478	665.129
31.169	4.485	665.134
31.149	4.503	665.138
31.117	4.498	665.138
31.104	4.501	665.144
31.070	4.500	665.157
31.046	4.507	665.163
31.016	4.501	665.176
30.992	4.508	665.182
30.979	4.539	665.177
30.958	4.518	665.186
30.936	4.526	665.185
30.912	4.533	665.191
30.885	4.528	665.198
30.876	4.532	665.210
30.837	4.540	665.228
30.820	4.522	665.224
30.799	4.530	665.223
30.769	4.535	665.229
30.758	4.539	665.228
30.733	4.536	665.229
30.723	4.539	665.241
30.702	4.518	665.250
30.690	4.523	665.237
30.696	4.516	665.250
30.684	4.510	665.245
30.667	4.501	665.252
30.646	4.483	665.242
30.634	4.494	665.272
30.624	4.509	665.264
30.622	4.488	665.267
30.618	4.476	665.269
30.612	4.466	665.257
30.600	4.451	665.265
30.604	4.442	665.260
30.598	4.441	665.260
30.604	4.442	665.260
30.617	4.440	665.254
30.616	4.412	665.252
30.615	4.421	665.263
30.620	4.395	665.260
30.612	4.383	665.256
30.623	4.370	665.245
30.638	4.378	665.244
30.643	4.361	665.252
30.648	4.346	665.242
30.665	4.344	665.242
30.678	4.324	665.238
30.700	4.307	665.228
30.707	4.302	665.222
30.732	4.295	665.230
30.746	4.274	665.226
30.763	4.264	665.215
30.766	4.258	665.203
30.803	4.249	665.191
30.822	4.239	665.199
30.842	4.221	665.195
30.868	4.216	665.183
30.902	4.205	665.178
30.911	4.202	665.166
30.918	4.186	665.168
30.943	4.190	665.168
30.982	4.182	665.150
31.008	4.185	665.149
31.025	4.165	665.152
31.046	4.149	665.129
31.072	4.144	665.117
31.093	4.145	665.129
31.109	4.143	665.130
31.141	4.122	665.107
31.168	4.136	665.112
31.202	4.143	665.105
31.219	4.123	665.107
31.243	4.116	665.102
31.275	4.122	665.101
31.281	4.106	665.104
31.303	4.098	665.105
31.328	4.119	665.102
31.349	4.111	665.103
31.367	4.104	665.078
31.384	4.100	665.098
31.402	4.119	665.096
31.413	4.115	665.096
31.446	4.120	665.109
31.462	4.118	665.096
31.483	4.110	665.097
31.498	4.118	665.096
31.504	4.131	665.088
31.519	4.138	665.087
31.531	4.133	665.101
31.545	4.158	665.097
31.543	4.157	665.104
31.548	4.160	665.091
31.547	4.168	665.102
31.555	4.180	665.107
31.547	4.177	665.114
31.559	4.192	665.105
31.556	4.208	665.110
31.558	4.218	665.115
31.547	4.222	665.114
31.549	4.239	665.125
31.536	4.253	665.123
31.525	4.257	665.122
31.523	4.255	665.129
31.520	4.272	665.133
31.506	4.292	665.137
31.500	4.307	665.135
31.491	4.311	665.147
31.467	4.328	665.144
31.450	4.319	665.152
31.447	4.336	665.156
31.434	4.349	665.154
31.406	4.351	665.167
31.393	4.365	665.165
31.386	4.378	665.182
31.363	4.376	665.176
31.350	4.390	665.174
31.326	4.396	665.179
31.315	4.400	665.179
31.297	4.418	665.196
31.273	4.425	665.201
31.260	4.445	665.205
31.243	4.436	665.212
31.232	4.451	665.204
31.209	4.458	665.209
31.185	4.464	665.214
31.171	4.459	665.196
31.145	4.464	665.208
31.129	4.466	665.220
31.108	4.474	665.219
31.097	4.489	665.211
31.085	4.483	665.205
31.065	4.501	665.209
31.052	4.515	665.207
31.023	4.511	665.201
30.994	4.507	665.195
30.991	4.534	665.191
30.960	4.509	665.188
30.938	4.517	665.187
30.929	4.531	665.191
30.904	4.539	665.184
30.875	4.535	665.178
30.858	4.537	665.177
30.834	4.543	665.183
30.824	4.539	665.171
30.794	4.544	665.176
30.783	4.548	665.175
30.766	4.550	665.175
30.760	4.557	665.161
30.739	4.547	665.162
30.719	4.529	665.152
30.702	4.531	665.151
30.700	4.538	665.144
30.680	4.528	665.158
30.672	4.516	665.154
30.675	4.517	665.147
30.658	4.520	665.146
30.660	4.492	665.150
30.660	4.492	665.150
30.654	4.491	665.150
30.653	4.472	665.134
30.660	4.467	665.128
30.656	4.455	665.130
30.653	4.454	665.136
30.658	4.428	665.133
30.659	4.411	665.136
30.665	4.413	665.136
30.670	4.407	665.136
30.681	4.383	665.134
30.683	4.367	665.129
30.701	4.376	665.122
30.720	4.355	665.137
30.712	4.343	665.133
30.723	4.311	665.143
30.746	4.304	665.138
30.761	4.300	665.145
30.781	4.282	665.141
30.807	4.259	665.132
30.815	4.271	665.137
30.851	4.260	665.145
30.861	4.228	665.143
30.886	4.220	665.150
30.907	4.230	665.149
30.924	4.210	665.152
30.948	4.203	665.147
30.959	4.188	665.155
30.982	4.182	665.150
31.008	4.174	665.157
31.025	4.154	665.160
31.040	4.162	665.159
31.068	4.156	665.160
31.076	4.150	665.167
31.102	4.145	665.155
31.127	4.137	665.163
31.138	4.133	665.164
31.164	4.117	665.160
31.178	4.133	665.170
31.203	4.126	665.178
31.210	4.128	665.178
31.229	4.109	665.174
31.253	4.111	665.180
31.271	4.119	665.186
31.283	4.118	665.167
31.306	4.109	665.181
31.324	4.117	665.186
31.346	4.109	665.187
31.346	4.109	665.187
31.364	4.117	665.193
31.384	4.127	665.179
31.394	4.123	665.179
31.409	4.130	665.178
31.415	4.132	665.178
31.422	4.128	665.172
31.445	4.147	665.176
31.447	4.146	665.189
31.445	4.136	665.184
31.470	4.151	665.175
31.472	4.161	665.180
31.477	4.153	665.175
31.511	4.170	665.160
31.502	4.185	665.165
31.499	4.183	665.171
31.499	4.183	665.171
31.503	4.184	665.178
31.501	4.202	665.162
31.499	4.212	665.161
31.492	4.227	665.159
31.490	4.226	665.165
31.502	4.250	665.168
31.489	4.252	665.174
31.485	4.260	665.154
31.485	4.271	665.146
31.470	4.273	665.159
31.467	4.300	665.155
31.459	4.305	665.148
31.463	4.306	665.154
31.454	4.331	665.150
31.445	4.345	665.155
31.422	4.354	665.140
31.407	4.347	665.142
31.392	4.368	665.132
31.377	4.380	665.137
31.369	4.377	665.118
31.362	4.390	665.135
31.357	4.416	665.138
31.334	4.425	665.124
31.317	4.427	665.123
31.287	4.423	665.117
31.285	4.450	665.114
31.257	4.456	665.113
31.236	4.453	665.120
31.224	4.466	665.130
31.210	4.472	665.104
31.187	4.481	665.090
31.172	4.500	665.100
31.140	4.505	665.092
31.127	4.508	665.098
31.104	4.506	665.092
31.087	4.508	665.092
31.055	4.520	665.090
31.046	4.523	665.102
31.018	4.529	665.101
30.995	4.538	665.087
30.971	4.545	665.093
30.946	4.542	665.093
30.929	4.533	665.101
30.903	4.558	665.091
30.869	4.551	665.098
30.858	4.555	665.097
30.843	4.556	665.110
30.821	4.554	665.117
30.796	4.561	665.109
30.775	4.552	665.110
30.762	4.554	665.116
30.732	4.548	665.130
30.724	4.543	665.131
30.704	4.532	665.145
30.704	4.532	665.145
30.696	4.520	665.140
30.687	4.524	665.152
30.675	4.517	665.147
30.671	4.506	665.149
30.651	4.496	665.163
30.655	4.496	665.169
30.649	4.483	665.177
30.649	4.483	665.177
30.638	4.459	665.187
30.653	4.455	665.194
30.643	4.442	665.196
30.640	4.430	665.211
30.645	4.413	665.219
30.652	4.406	665.208
30.671	4.396	665.215
30.673	4.369	665.219
30.679	4.380	665.231
30.692	4.360	665.227
30.692	4.360	665.227
30.712	4.339	665.243
30.711	4.328	665.251
30.727	4.318	665.252
30.738	4.294	665.249
30.759	4.286	665.250
30.785	4.281	665.239
30.787	4.263	665.254
30.789	4.262	665.267
30.823	4.251	665.262
30.843	4.233	665.258
30.847	4.244	665.257
30.873	4.219	665.266
30.895	4.202	665.256
30.907	4.197	665.270
30.920	4.195	665.264
30.942	4.178	665.253
30.955	4.184	665.259
30.965	4.180	665.260
30.983	4.151	665.251
31.013	4.158	665.237
31.033	4.148	665.245
31.042	4.134	665.241
31.065	4.138	665.227
31.089	4.149	665.219
31.102	4.129	665.216
31.124	4.121	665.217
31.145	4.132	665.196
31.167	4.124	665.197
31.199	4.114	665.179
31.210	4.110	665.180
31.227	4.108	665.181
31.257	4.114	665.167
31.285	4.101	665.162
31.302	4.110	665.155
31.326	4.104	665.149
31.341	4.102	665.137
31.362	4.103	665.149
31.367	4.106	665.136
31.388	4.098	665.137
31.387	4.087	665.132
31.416	4.102	665.130
31.440	4.096	665.125
31.457	4.105	665.117
31.472	4.112	665.116
31.486	4.119	665.115
31.494	4.106	665.098
31.502	4.129	665.095
31.506	4.130	665.101
31.512	4.154	665.085
31.527	4.150	665.092
31.523	4.150	665.085
31.529	4.163	665.077
31.546	4.180	665.081
31.541	4.186	665.080
31.535	4.202	665.078
31.549	4.209	665.077
31.530	4.230	665.061
31.534	4.241	665.060
31.536	4.251	665.065
31.516	4.259	665.077
31.512	4.276	665.068
